Map,Day,Month,Year,Wait Time(s), Match Time(s),Team A Rounds,Team B Rounds,Ping,Kills,Assists,Deaths,Mvp's,HS%,Points,Result
Mirage,11,03,2020,108,2522,11,16,65,29,4,18,6,44,78,Win
Dust II,03,03,2020,185,3192,15,15,84,15,4,20,3,20,45,Tie
Inferno,03,03,2020,140,2432,16,5,81,18,3,18,2,50,47,Lost
Inferno,03,03,2020,52,2918,16,13,87,25,7,21,4,36,63,Lost
Inferno,02,03,2020,53,2810,15,15,99,20,5,18,3,15,55,Tie
Inferno,01,03,2020,118,2714,16,12,87,18,6,20,2,38,44,Lost
Mirage,01,03,2020,56,1758,6,16,80,23,5,14,4,30,54,Win
Dust II,01,03,2020,35,1554,16,3,88,20,10,9,4,20,54,Win
Inferno,01,03,2020,13,2597,16,7,87,21,3,14,3,19,50,Win
Mirage,29,02,2020,55,2123,7,16,123,19,3,18,3,25,43,Lost
Dust II,29,02,2020,34,1602,16,3,80,8,1,17,0,37,21,Lost
Inferno,29,02,2020,21,3210,15,15,81,26,11,24,6,23,74,Tie
Mirage,29,02,2020,189,3126,16,14,92,31,2,20,2,38,72,Win
Overpass,28,02,2020,49,2849,12,16,78,22,4,16,2,18,63,Win
Mirage,28,02,2020,16,2182,16,11,81,19,1,21,4,36,49,Lost
Mirage,28,02,2020,25,1788,6,16,80,21,2,12,5,38,50,Win
Inferno,28,02,2020,103,3372,16,12,78,25,3,19,5,28,64,Win
Inferno,28,02,2020,18,144,0,3,110,1,0,2,0,0,2,Win
Inferno,28,02,2020,22,2591,10,16,103,19,4,17,3,20,48,Win
Mirage,28,02,2020,72,2089,16,9,73,9,3,24,0,66,25,Lost
Mirage,27,02,2020,78,2744,15,15,110,35,3,20,6,31,86,Tie
Dust II,27,02,2020,72,1864,6,16,90,9,4,21,0,33,24,Lost
Dust II,25,02,2020,59,2707,16,8,88,17,3,20,3,33,48,Lost
Mirage,25,02,2020,13,2728,15,15,90,19,6,25,1,15,49,Tie
Inferno,25,02,2020,11,2502,16,5,106,21,2,19,1,47,47,Lost
Mirage,25,02,2020,30,2348,9,16,101,16,5,21,2,25,44,Lost
Inferno,24,02,2020,29,3033,15,15,69,26,8,22,2,42,66,Tie
Mirage,24,02,2020,23,2811,13,16,70,15,5,23,1,6,41,Lost
Mirage,24,02,2020,61,2520,16,7,79,21,1,15,3,38,45,Win
Dust II,23,02,2020,21,2136,6,16,105,15,3,11,3,40,41,Win
Overpass,23,02,2020,68,718,2,7,80,5,1,4,1,20,14,Win
Mirage,23,02,2020,18,2740,12,16,84,19,5,22,5,52,51,Win
Inferno,23,02,2020,10,2416,7,16,87,26,1,16,4,42,60,Win
Dust II,22,02,2020,29,1788,5,16,71,10,0,19,0,30,20,Lost
Overpass,22,02,2020,66,2528,11,16,101,29,1,16,4,48,75,Win
Mirage,22,02,2020,45,1812,2,16,91,21,2,10,3,47,52,Win
Dust II,22,02,2020,93,3238,16,14,112,21,6,19,4,39,55,Win
Inferno,22,02,2020,50,3224,12,16,78,25,5,21,5,44,60,Lost
Mirage,22,02,2020,12,2269,16,9,100,22,1,15,6,40,57,Win
Nuke,22,02,2020,13,2834,13,16,100,29,6,20,4,31,77,Lost
Train,22,02,2020,71,837,6,2,92,5,0,2,1,40,11,Win
Mirage,22,02,2020,12,2676,16,10,89,31,9,17,7,54,80,Win
Inferno,22,02,2020,48,2823,16,11,87,26,6,18,3,23,65,Win
Dust II,22,02,2020,20,2702,11,16,83,23,3,17,5,30,57,Win
Overpass,22,02,2020,15,2986,13,16,73,23,4,20,2,26,57,Win
Overpass,20,02,2020,42,2985,14,16,82,25,3,22,4,56,67,Lost
Inferno,20,02,2020,222,2124,4,16,88,24,5,13,8,41,56,Win
Mirage,20,02,2020,24,2516,12,16,99,27,5,21,3,33,59,Win
Dust II,20,02,2020,104,2677,16,13,85,34,5,20,0,38,85,Lost
Dust II,20,02,2020,181,1946,16,8,90,20,4,17,2,15,46,Lost
Inferno,15,02,2020,448,2880,16,11,76,25,1,20,6,36,57,Lost
Dust II,14,02,2020,52,1561,1,16,86,23,2,11,3,43,58,Win
Mirage,14,02,2020,23,2506,16,12,98,18,4,18,6,38,57,Win
Dust II,14,02,2020,18,2266,9,16,101,24,3,15,4,29,64,Win
Mirage,12,02,2020,49,1953,6,16,82,18,1,17,2,44,37,Lost
Mirage,11,02,2020,99,2259,7,16,80,17,1,14,1,11,37,Win
Dust II,11,02,2020,100,2150,16,8,82,19,4,20,3,42,46,Lost
Inferno,11,02,2020,63,1749,16,2,85,16,3,8,4,47,42,Win
Dust II,08,02,2020,102,2752,13,16,71,19,6,21,4,42,56,Win
Mirage,08,02,2020,39,2933,14,16,95,27,5,22,2,44,64,Lost
Overpass,07,02,2020,78,2059,16,4,93,8,4,17,0,44,24,Lost
Mirage,07,02,2020,168,2743,16,12,86,21,2,23,4,59,51,Lost
Dust II,07,02,2020,14,2819,16,14,78,27,3,20,4,29,70,Lost
Nuke,07,02,2020,38,2465,10,16,97,20,3,18,4,50,61,Win
Dust II,07,02,2020,100,1972,7,16,89,17,5,14,2,23,46,Win
Overpass,07,02,2020,59,2655,9,16,80,13,5,19,2,28,35,Win
Overpass,07,02,2020,279,2205,16,6,78,11,3,20,2,27,27,Lost
Mirage,07,02,2020,16,2680,16,14,75,14,13,26,2,42,41,Lost
Nuke,06,02,2020,263,2245,9,16,68,19,6,20,5,36,50,Lost
Dust II,06,02,2020,12,3060,14,16,103,29,7,21,5,34,79,Win
Inferno,06,02,2020,162,2607,10,16,83,27,2,17,5,42,68,Win
Inferno,02,02,2020,132,2502,7,16,94,20,5,16,4,45,59,Lost
Overpass,02,02,2020,55,1537,15,1,104,12,6,5,2,8,32,Win
Dust II,02,02,2020,202,2646,13,16,92,24,5,23,3,20,59,Lost
Mirage,02,02,2020,15,2481,16,13,95,19,6,18,1,21,52,Win
Dust II,02,02,2020,25,2687,16,14,93,21,8,17,2,38,55,Win
Dust II,01,02,2020,97,2233,16,10,79,12,4,21,1,16,32,Lost
Mirage,01,02,2020,22,2631,16,9,98,27,5,15,7,14,65,Win
Nuke,01,02,2020,103,3265,14,16,87,20,6,21,1,35,51,Win
Inferno,01,02,2020,57,2574,10,16,86,23,6,19,4,26,60,Win
Nuke,31,01,2020,58,2987,16,10,84,26,6,19,4,23,63,Win
Train,31,01,2020,264,2013,16,6,80,11,4,20,1,36,28,Lost
Inferno,31,01,2020,23,2757,16,12,93,22,7,24,1,40,52,Lost
Mirage,31,01,2020,11,1997,7,16,117,19,2,19,2,21,41,Lost
Mirage,31,01,2020,202,2676,15,15,81,31,9,22,7,32,79,Tie
Dust II,30,01,2020,223,2756,16,14,82,25,2,22,5,37,56,Lost
Dust II,30,01,2020,25,2521,11,16,79,21,3,17,4,13,50,Win
Mirage,30,01,2020,11,3059,15,15,80,27,4,21,6,51,64,Tie
Overpass,30,01,2020,17,3072,16,14,77,18,5,24,3,40,46,Lost
Mirage,30,01,2020,80,2752,16,12,79,31,3,20,6,25,86,Lost
Inferno,30,01,2020,37,2873,16,10,78,17,3,18,3,29,40,Lost
Inferno,29,01,2020,85,2120,16,6,78,10,3,21,1,45,28,Lost
Mirage,29,01,2020,73,2837,16,12,103,35,7,21,6,34,86,Win
Mirage,29,01,2020,53,2761,15,15,100,27,8,22,5,35,78,Tie
Inferno,28,01,2020,21,1722,16,2,93,4,2,11,1,40,14,Win
Overpass,28,01,2020,190,1704,16,3,87,8,1,17,1,25,21,Lost
Mirage,28,01,2020,74,1921,16,3,221,12,1,17,0,50,32,Lost
Dust II,28,01,2020,21,2328,10,16,86,30,6,16,7,30,80,Win
Overpass,26,01,2020,469,2985,15,15,76,30,8,24,5,36,77,Tie
Mirage,26,01,2020,15,2450,9,16,78,27,4,19,6,34,69,Win
Mirage,26,01,2020,14,1591,6,13,81,9,6,13,1,44,33,Win
Inferno,26,01,2020,42,1645,16,2,75,16,6,16,0,43,40,Lost
Mirage,26,01,2020,13,2156,7,16,77,23,1,12,6,47,58,Win
Dust II,26,01,2020,152,2700,16,13,84,11,5,23,0,27,27,Lost
Mirage,26,01,2020,161,2510,11,16,106,9,2,19,3,33,27,Win
Nuke,25,01,2020,217,2605,15,15,79,17,6,23,0,44,45,Tie
Inferno,25,01,2020,111,2560,16,10,79,11,3,22,1,35,29,Lost
Mirage,25,01,2020,12,2758,16,13,0,-1,0,2,0,0,0,Lost
Overpass,25,01,2020,64,2323,16,8,77,19,7,19,2,50,52,Win
Mirage,25,01,2020,62,1954,7,16,122,21,5,14,3,43,57,Win
Dust II,25,01,2020,18,1942,8,16,81,15,8,15,3,53,43,Win
Inferno,25,01,2020,134,2952,16,12,81,22,7,17,4,34,64,Win
Mirage,23,01,2020,112,2315,16,10,94,22,5,20,1,50,54,Lost
Dust II,23,01,2020,91,2760,14,16,81,27,2,22,3,22,60,Lost
Inferno,21,01,2020,212,3035,15,15,90,23,3,21,4,13,66,Tie
Dust II,21,01,2020,33,2182,8,16,92,14,2,16,2,40,37,Lost
Inferno,20,01,2020,50,2933,11,16,91,21,3,19,5,42,52,Win
Overpass,20,01,2020,76,2475,10,16,80,20,8,16,3,50,63,Win
Overpass,17,01,2020,269,2352,16,6,78,15,4,18,2,40,42,Lost
Inferno,17,01,2020,120,2407,16,9,89,19,5,18,3,57,50,Win
Dust II,17,01,2020,57,2372,8,16,90,19,2,19,0,36,42,Lost
Inferno,17,01,2020,81,1592,16,1,129,4,2,17,0,75,10,Lost
Dust II,17,01,2020,57,2111,8,16,134,17,6,20,3,52,48,Lost
Mirage,17,01,2020,16,1901,8,16,91,20,2,14,4,50,48,Win
Inferno,17,01,2020,86,3111,15,15,69,19,9,26,3,36,50,Tie
Dust II,16,01,2020,151,2695,10,16,89,24,2,20,4,37,63,Lost
Mirage,16,01,2020,58,3036,15,15,67,27,5,23,4,25,63,Tie
Inferno,16,01,2020,142,2068,16,6,104,11,5,20,1,54,27,Lost
Mirage,16,01,2020,14,2608,16,10,86,23,1,22,4,47,53,Lost
Dust II,16,01,2020,85,2301,16,7,104,19,4,14,4,21,47,Win
Inferno,15,01,2020,124,2840,13,16,120,15,9,21,1,46,42,Win
Inferno,13,01,2020,13,2595,11,16,64,24,2,20,2,37,50,Lost
Dust II,13,01,2020,20,2853,15,15,111,15,2,25,2,60,33,Tie
Mirage,11,01,2020,22,2774,13,16,89,22,3,23,5,54,53,Lost
Mirage,11,01,2020,13,1970,16,5,97,11,5,17,3,45,32,Lost
Dust II,11,01,2020,71,1918,16,7,81,16,0,17,1,37,34,Lost
Inferno,10,01,2020,12,3478,15,15,85,12,1,22,1,46,29,Tie
Cache,10,01,2020,30,2221,8,16,79,16,2,15,6,56,47,Win
Overpass,10,01,2020,13,2004,6,16,101,14,3,15,1,64,37,Lost
Inferno,10,01,2020,71,1915,16,8,70,30,7,11,4,43,71,Win
Mirage,10,01,2020,57,2709,12,16,97,20,6,22,4,20,54,Win
Dust II,10,01,2020,16,2815,15,15,77,33,2,18,3,24,73,Tie
Inferno,09,01,2020,171,2667,16,9,76,12,6,19,1,25,31,Lost
Train,09,01,2020,96,2886,13,16,91,17,1,19,2,44,48,Lost
Mirage,09,01,2020,11,1346,3,11,110,12,4,8,2,41,42,Win
Mirage,09,01,2020,84,2835,14,16,81,13,3,25,0,50,31,Lost
Dust II,08,01,2020,66,2355,16,12,94,23,3,19,5,26,53,Win
Dust II,08,01,2020,17,2417,16,13,88,27,4,19,7,33,75,Win
Inferno,08,01,2020,64,2881,16,12,69,16,6,19,2,35,43,Win
Mirage,08,01,2020,167,2926,16,13,119,22,2,21,2,59,56,Lost
Inferno,07,01,2020,72,2790,15,15,95,19,3,22,6,52,55,Tie
Dust II,07,01,2020,33,2287,16,9,77,22,3,15,6,36,53,Win
Mirage,07,01,2020,11,2783,16,13,94,27,2,18,5,37,67,Win
Inferno,06,01,2020,19,3147,16,14,82,15,4,20,1,40,43,Win
Overpass,06,01,2020,88,1898,16,5,90,19,4,18,3,52,55,Lost
Mirage,06,01,2020,15,3032,16,14,89,14,3,25,3,64,34,Lost
Dust II,06,01,2020,28,2493,16,9,72,17,3,22,1,52,43,Lost
Mirage,05,01,2020,106,2477,13,16,85,21,3,22,3,61,51,Lost
Mirage,05,01,2020,86,2350,9,16,73,20,6,14,6,55,64,Win
Mirage,03,01,2020,103,1854,6,16,82,27,2,10,7,40,68,Win
Mirage,03,01,2020,140,2295,8,16,75,20,2,17,4,55,52,Win
Inferno,03,01,2020,236,2132,16,6,72,15,5,17,1,33,40,Lost
Mirage,03,01,2020,131,2699,16,14,77,24,4,24,3,41,56,Lost
Mirage,02,01,2020,61,3019,16,14,87,23,3,25,3,43,52,Win
Overpass,02,01,2020,291,2519,11,16,84,21,3,20,4,52,56,Lost
Inferno,01,01,2020,147,2558,11,16,94,23,9,16,3,47,57,Win
Mirage,01,01,2020,19,1867,16,5,102,25,0,10,6,52,53,Win
Dust II,01,01,2020,106,2350,16,10,86,29,3,16,7,44,71,Win
Dust II,01,01,2020,80,1921,16,6,102,10,6,18,0,50,31,Lost
Dust II,31,12,2019,54,2751,15,15,74,19,5,22,4,36,48,Tie
Inferno,31,12,2019,64,2348,16,9,79,16,5,17,3,43,43,Win
Dust II,30,12,2019,85,2846,14,16,82,20,1,24,3,50,45,Lost
Mirage,30,12,2019,95,2703,16,12,86,25,4,19,2,48,57,Lost
Mirage,29,12,2019,250,2173,16,7,82,15,2,13,4,31,38,Win
Mirage,29,12,2019,139,2476,16,10,88,20,2,17,3,40,54,Win
Mirage,29,12,2019,12,2044,6,16,0,16,4,19,2,52,38,Lost
Inferno,29,12,2019,58,2971,10,16,86,22,4,16,5,77,59,Win
Overpass,29,12,2019,51,2649,16,11,73,35,2,15,4,40,78,Win
Dust II,29,12,2019,84,2316,16,10,94,18,5,22,1,55,42,Lost
Dust II,28,12,2019,84,2786,15,15,69,22,7,25,3,59,55,Tie
Mirage,28,12,2019,116,2242,16,6,79,13,2,17,3,28,36,Lost
Inferno,28,12,2019,41,3116,16,13,73,28,5,18,8,34,80,Lost
Mirage,28,12,2019,25,3160,14,16,67,21,4,23,2,47,53,Lost
Train,28,12,2019,137,2027,16,7,111,11,1,19,2,38,31,Lost
Inferno,28,12,2019,12,2401,16,9,75,17,4,17,2,47,44,Win
Overpass,28,12,2019,20,2914,13,16,94,25,5,23,2,24,60,Win
Dust II,28,12,2019,64,2789,15,15,84,26,3,19,4,42,62,Tie
Overpass,28,12,2019,20,2681,16,11,69,29,4,19,4,37,77,Win
Inferno,28,12,2019,16,2326,9,16,80,24,1,18,2,45,52,Lost
Dust II,17,12,2019,121,2563,16,10,72,16,4,19,2,50,39,Win
Mirage,14,12,2019,186,1646,3,16,85,11,2,15,1,25,24,Lost
Mirage,14,12,2019,65,2225,16,8,127,18,0,19,0,22,38,Lost
Dust II,14,12,2019,24,2967,15,15,868,25,4,20,4,56,62,Tie
Mirage,11,12,2019,70,2788,16,12,71,14,7,20,3,21,47,Lost
Mirage,11,12,2019,78,2183,16,7,90,14,5,16,2,42,39,Win
Dust II,11,12,2019,72,2242,13,16,79,31,3,17,4,29,69,Win
Inferno,11,12,2019,94,3594,14,16,62,17,6,28,2,52,44,Lost
Inferno,11,12,2019,10,3400,14,16,91,30,4,21,5,43,78,Win
Dust II,10,12,2019,76,2080,9,16,73,19,3,17,4,47,53,Lost
Dust II,10,12,2019,53,2777,16,12,95,27,3,23,2,37,68,Lost
Inferno,09,12,2019,87,3087,15,15,66,18,3,23,4,33,46,Tie
Overpass,09,12,2019,42,2231,8,16,65,17,7,12,5,29,58,Win
Inferno,09,12,2019,104,2824,12,16,65,23,4,20,3,43,55,Win
Overpass,03,12,2019,36,2836,14,16,82,30,3,18,6,23,72,Win
Inferno,03,12,2019,19,2654,16,11,80,22,3,16,2,36,54,Win
Mirage,03,12,2019,110,3138,15,15,82,13,4,25,2,15,37,Tie
Mirage,01,12,2019,48,1351,3,16,83,23,3,7,4,26,55,Win
Inferno,01,12,2019,174,1658,16,5,72,19,4,10,3,36,44,Win
Inferno,01,12,2019,462,2216,6,16,77,30,3,9,8,23,80,Win
Overpass,01,12,2019,261,2326,6,16,86,27,5,14,6,40,67,Win
Mirage,01,12,2019,230,2535,16,12,79,27,4,20,6,33,74,Lost
Dust II,01,12,2019,137,2246,16,8,79,18,2,21,1,55,50,Lost
Inferno,01,12,2019,13,2519,16,12,79,24,2,23,5,41,61,Lost
Dust II,01,12,2019,13,1965,8,16,78,23,4,20,3,29,53,Lost
Dust II,01,12,2019,228,2685,16,13,72,26,5,18,6,50,65,Lost
Inferno,01,12,2019,69,2653,16,10,86,23,2,16,5,30,64,Win
Train,01,12,2019,68,2146,16,7,90,20,4,17,5,20,53,Lost
Dust II,01,12,2019,63,2089,5,16,117,12,4,16,2,33,38,Win
Mirage,01,12,2019,120,2182,16,9,79,23,6,20,5,39,57,Lost
Dust II,30,11,2019,24,2655,12,16,109,26,3,20,1,46,65,Lost
Inferno,30,11,2019,139,3003,15,15,88,11,2,21,2,18,32,Tie
Mirage,30,11,2019,57,2596,16,12,80,17,5,23,2,35,49,Lost
Mirage,30,11,2019,109,2342,10,16,83,18,1,22,3,38,42,Lost
Dust II,30,11,2019,251,2923,16,14,75,23,7,24,5,43,64,Lost
Inferno,30,11,2019,56,2139,2,16,85,17,2,12,3,47,43,Win
Overpass,29,11,2019,112,2669,10,16,78,22,1,20,2,31,50,Lost
Inferno,29,11,2019,175,2282,8,16,88,29,3,14,4,34,75,Win
Dust II,29,11,2019,32,1661,16,6,74,16,0,19,1,31,37,Lost
Dust II,29,11,2019,24,1903,7,16,83,13,3,19,1,53,33,Lost
Inferno,29,11,2019,346,2430,9,16,83,24,5,14,2,37,63,Win
Dust II,29,11,2019,93,3051,13,16,102,25,4,21,5,23,57,Win
Mirage,29,11,2019,64,2240,16,8,77,18,5,21,1,55,47,Lost
Overpass,28,11,2019,29,3178,15,15,80,29,3,23,4,27,70,Tie
Dust II,28,11,2019,62,2989,16,14,83,35,1,22,5,31,74,Lost
Mirage,28,11,2019,134,2172,16,10,110,16,2,18,2,37,44,Lost
Inferno,28,11,2019,67,2170,16,7,74,22,2,18,4,40,53,Lost
Dust II,27,11,2019,201,2149,16,8,81,24,3,20,2,20,53,Lost
Overpass,27,11,2019,240,2059,16,6,85,23,1,10,5,21,54,Win
Mirage,27,11,2019,13,1801,6,16,87,20,4,14,4,45,46,Win
Inferno,27,11,2019,53,2273,16,8,71,40,1,12,9,45,82,Win
Inferno,27,11,2019,63,2770,16,8,71,25,5,17,5,40,61,Win
Dust II,26,11,2019,132,2150,16,8,87,22,8,16,4,50,54,Win
Dust II,26,11,2019,166,2667,16,10,83,19,3,17,3,31,49,Win
Overpass,26,11,2019,22,1989,16,4,84,19,5,11,5,31,43,Win
Mirage,26,11,2019,70,3255,13,16,80,16,4,21,4,37,46,Win
Dust II,25,11,2019,16,2591,15,15,81,30,4,19,6,46,73,Tie
Dust II,25,11,2019,22,2607,16,10,68,25,3,19,4,36,65,Lost
Dust II,24,11,2019,250,2048,16,9,68,16,5,18,3,68,39,Win
Dust II,24,11,2019,250,2256,16,9,78,18,3,17,3,22,42,Win
Inferno,23,11,2019,230,2786,16,10,74,23,2,20,5,34,57,Win
Inferno,23,11,2019,143,2544,9,16,74,19,5,16,1,21,51,Lost
Overpass,23,11,2019,223,1926,16,4,70,17,1,16,2,47,48,Lost
Dust II,23,11,2019,179,2524,16,14,76,22,3,23,3,31,49,Lost
Mirage,23,11,2019,75,1759,5,16,68,17,3,13,5,41,48,Win
Dust II,23,11,2019,122,3076,15,15,81,23,5,15,6,30,63,Tie
Overpass,22,11,2019,103,2957,16,11,75,18,8,21,2,27,45,Lost
Inferno,22,11,2019,97,2092,16,6,76,14,2,17,3,35,37,Lost
Mirage,22,11,2019,88,2749,16,12,88,17,8,22,2,29,45,Lost
Inferno,22,11,2019,53,2800,12,16,110,18,6,20,2,33,47,Win
Dust II,19,11,2019,96,2362,16,13,69,24,5,21,3,62,60,Lost
Mirage,19,11,2019,63,2260,12,16,73,20,4,17,2,40,49,Win
Dust II,19,11,2019,43,2011,8,16,76,16,7,16,1,18,46,Win
Dust II,19,11,2019,12,2447,9,16,91,27,2,16,2,40,61,Win
Mirage,13,11,2019,185,2364,16,7,71,9,9,20,1,77,29,Lost
Overpass,13,11,2019,82,2561,11,16,72,30,8,21,3,26,73,Win
Mirage,12,11,2019,83,2823,11,16,81,26,5,19,5,50,64,Win
Mirage,12,11,2019,52,2404,8,16,75,19,4,16,4,47,54,Win
Mirage,11,11,2019,94,2138,16,11,65,26,2,16,4,38,62,Win
Mirage,08,11,2019,64,1932,16,5,77,14,4,12,2,21,40,Win
Overpass,08,11,2019,66,3106,16,14,73,24,4,20,5,50,60,Lost
Inferno,08,11,2019,12,3217,13,16,84,26,5,23,3,46,64,Lost
Mirage,08,11,2019,94,2920,15,15,95,30,5,20,3,46,74,Tie
Overpass,08,11,2019,148,2479,16,10,117,23,4,21,3,26,54,Lost
Inferno,06,11,2019,125,2472,16,9,122,24,4,19,3,45,53,Lost
Inferno,05,11,2019,29,2721,14,16,82,26,3,20,6,42,59,Win
Dust II,05,11,2019,43,1932,16,6,80,13,6,13,2,46,38,Win
Train,05,11,2019,63,3101,15,15,86,28,5,17,2,25,66,Tie
Dust II,05,11,2019,101,2597,15,15,113,19,4,21,4,47,50,Tie
Dust II,04,11,2019,100,2894,12,16,94,16,2,19,4,50,45,Win
Dust II,04,11,2019,14,2416,11,16,110,32,1,17,7,46,69,Win
Mirage,04,11,2019,16,2696,12,16,84,25,5,21,2,40,56,Win
Mirage,03,11,2019,104,2904,15,15,77,20,3,20,2,23,59,Tie
Mirage,02,11,2019,103,3036,16,13,78,27,3,20,3,51,64,Lost
Mirage,01,11,2019,42,2927,14,16,81,27,5,21,3,37,63,Win
Dust II,01,11,2019,226,1673,16,3,79,20,8,10,4,40,51,Win
Mirage,01,11,2019,240,2521,15,15,140,28,3,19,5,25,68,Tie
Overpass,01,11,2019,62,787,16,0,85,18,7,0,3,33,43,Win
Dust II,01,11,2019,34,2812,16,11,75,16,2,24,2,25,37,Lost
Inferno,31,10,2019,242,2822,16,10,84,20,3,19,2,50,52,Lost
Mirage,30,10,2019,78,2938,16,13,91,27,4,20,2,37,67,Win
Overpass,27,10,2019,26,2200,16,5,69,12,1,17,1,61,31,Lost
Dust II,27,10,2019,66,1515,16,3,93,14,1,12,2,42,29,Win
Dust II,26,10,2019,122,2181,9,16,88,18,4,16,2,44,45,Win
Train,25,10,2019,48,2664,14,16,79,19,5,23,3,57,46,Lost
Overpass,25,10,2019,17,2360,8,16,89,12,3,21,1,33,29,Lost
Dust II,25,10,2019,135,1986,6,16,74,18,4,11,2,33,47,Win
Overpass,25,10,2019,68,3162,16,13,79,19,5,21,3,36,56,Win
Inferno,24,10,2019,165,2784,16,13,74,22,2,20,4,50,61,Lost
Inferno,24,10,2019,62,2700,16,11,83,22,6,21,3,31,53,Lost
Dust II,24,10,2019,58,2268,16,8,77,16,3,18,3,37,41,Lost
Dust II,23,10,2019,90,2405,16,9,100,20,5,22,3,60,48,Lost
Overpass,23,10,2019,108,2748,16,13,112,37,4,15,6,56,88,Win
Mirage,23,10,2019,71,2487,16,10,82,15,1,22,1,66,34,Lost
Dust II,20,10,2019,75,2638,15,15,83,12,2,18,1,33,29,Tie
Mirage,20,10,2019,17,2869,15,15,85,23,2,20,3,45,55,Tie
Inferno,20,10,2019,65,3074,14,16,79,25,4,18,4,48,65,Win
Inferno,19,10,2019,68,2544,16,11,77,18,2,17,5,22,55,Lost
Dust II,19,10,2019,39,2355,9,16,78,26,5,15,4,50,67,Win
Train,19,10,2019,19,1983,16,5,74,19,1,18,2,47,39,Lost
Dust II,18,10,2019,63,2407,16,12,71,22,2,19,1,40,59,Lost
Dust II,18,10,2019,26,2777,15,15,76,25,8,20,1,32,61,Tie
Dust II,18,10,2019,89,2495,16,12,79,15,5,22,2,20,41,Lost
Cache,17,10,2019,54,2314,8,16,93,15,2,20,2,20,35,Lost
Inferno,17,10,2019,11,1889,16,3,67,9,0,18,0,44,21,Lost
Cache,17,10,2019,106,2302,16,9,73,23,8,18,5,39,57,Win
Mirage,17,10,2019,18,2928,16,13,74,18,5,23,2,55,47,Lost
Cache,17,10,2019,122,2728,11,16,99,36,2,19,8,30,84,Win
Mirage,17,10,2019,25,1859,6,16,63,17,2,13,2,38,42,Win
Dust II,17,10,2019,232,1520,16,2,74,19,4,8,2,36,42,Win
Cache,17,10,2019,170,2244,16,8,78,28,6,13,4,37,65,Win
Dust II,17,10,2019,15,1758,3,16,73,17,0,15,0,35,35,Lost
Mirage,17,10,2019,83,2439,10,16,73,25,7,18,3,68,61,Win
Mirage,17,10,2019,11,2153,8,16,74,19,2,13,3,42,46,Win
Mirage,16,10,2019,35,2483,16,11,109,22,3,22,4,54,50,Lost
Mirage,16,10,2019,11,2648,12,16,120,26,10,21,5,50,65,Lost
Overpass,16,10,2019,169,3051,16,11,93,27,6,18,5,29,66,Win
Dust II,15,10,2019,24,2335,9,16,76,15,2,18,1,46,38,Lost
Dust II,15,10,2019,65,1618,3,16,76,17,3,10,1,58,44,Win
Mirage,14,10,2019,131,2413,16,9,67,19,2,17,2,26,45,Lost
Dust II,14,10,2019,17,2365,10,16,73,24,7,15,4,29,63,Win
Mirage,14,10,2019,90,2682,16,12,69,15,6,20,2,33,44,Lost
