Map,Day,Month,Year,Wait Time(s), Match Time(s),Team A Rounds,Team B Rounds,Ping,Kills,Assists,Deaths,Mvp's,HS%,Points,Result
Inferno,06,01,2019,174,2346,16,9,106,5,11,18,1,0,24,Win
Mirage,05,01,2019,226,2601,11,16,119,14,6,18,1,42,42,Win
Inferno,05,01,2019,47,3054,16,14,92,20,4,23,4,35,54,Win
Dust II,05,01,2019,196,1793,4,16,89,13,4,19,0,53,32,Lost
Dust II,04,01,2019,21,2307,8,16,165,5,5,21,1,20,15,Lost
Dust II,04,01,2019,101,1630,16,3,80,6,2,17,1,83,14,Lost
Dust II,04,01,2019,189,2281,16,8,94,20,5,15,3,20,52,Win
Dust II,02,01,2019,208,2721,14,16,101,19,5,24,2,31,50,Lost
Dust II,02,01,2019,64,1575,16,3,67,13,2,18,1,23,28,Lost
Cache,01,01,2019,151,1024,1,11,105,5,2,8,0,20,14,Win
Overpass,01,01,2019,89,2414,16,8,90,18,4,19,2,15,42,Lost
Overpass,01,01,2019,212,1896,4,16,68,15,5,13,2,33,42,Win
Dust II,01,01,2019,193,2297,16,7,64,16,5,12,1,37,45,Win
Dust II,31,12,2018,150,2448,16,10,79,9,8,18,2,22,26,Win
Cache,31,12,2018,154,1269,0,16,94,9,3,7,3,55,24,Win
Mirage,31,12,2018,39,2238,10,16,103,19,4,19,3,31,48,Win
Inferno,31,12,2018,43,1884,16,7,78,9,4,14,0,55,26,Win
Dust II,30,12,2018,20,2790,16,14,118,13,4,22,3,30,40,Lost
Cache,30,12,2018,72,2643,11,16,88,15,8,18,2,46,39,Lost
Dust II,29,12,2018,90,2589,16,10,82,7,5,20,1,28,23,Win
Dust II,29,12,2018,267,2620,16,12,110,14,7,26,1,14,37,Lost
Mirage,26,12,2018,171,2295,6,16,109,8,4,17,0,37,22,Win
Inferno,26,12,2018,221,2602,16,8,107,20,5,14,4,38,49,Lost
Dust II,25,12,2018,86,1933,16,6,78,18,7,22,1,44,43,Lost
Overpass,25,12,2018,112,2065,16,7,90,5,2,17,0,20,14,Win
Mirage,25,12,2018,148,1771,7,16,108,5,2,18,0,0,12,Lost
Mirage,25,12,2018,98,1563,3,16,93,8,2,17,1,44,18,Lost
Inferno,24,12,2018,238,1892,4,16,116,8,1,18,0,12,17,Lost
Inferno,24,12,2018,54,2954,15,15,77,7,6,25,1,12,22,Tie
Cache,24,12,2018,120,3072,12,16,92,5,6,22,1,40,18,Lost
Mirage,24,12,2018,16,2698,14,16,112,21,5,18,3,14,55,Win
Dust II,23,12,2018,106,2331,11,16,82,21,3,16,1,47,51,Win
Overpass,23,12,2018,33,1709,2,16,95,15,0,5,2,46,41,Win
Cache,19,12,2018,218,1713,16,1,148,2,0,17,0,0,8,Lost
Cache,18,12,2018,159,1337,1,16,507,6,3,4,0,16,16,Win
Dust II,18,12,2018,159,1284,3,13,125,3,0,12,1,50,8,Lost
Overpass,18,12,2018,22,2752,12,16,91,15,4,21,1,46,36,Lost
Cache,17,12,2018,51,2702,14,16,94,12,2,21,1,33,27,Lost
Mirage,17,12,2018,89,2855,15,15,130,7,2,24,1,28,23,Tie
Dust II,17,12,2018,58,2751,14,16,281,4,3,25,0,40,16,Win
Cache,15,12,2018,67,1356,14,2,89,4,1,5,1,0,10,Win
Mirage,15,12,2018,184,2484,16,9,90,13,1,17,2,15,28,Win
Dust II,15,12,2018,136,2962,14,16,93,14,7,20,2,40,36,Lost
Dust II,14,12,2018,228,2462,7,16,105,11,1,11,1,27,25,Win
Dust II,13,12,2018,175,2046,16,6,0,3,4,18,0,33,10,Lost
